MsgID.GLOBAL_POSITION,1521976945.5465658,-122.3974498,37.7924803,0.1670000
MsgID.LOCAL_VELOCITY,1521976945.5465658,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976945.5468748,0.0422087,0.0149143,-0.1670035
MsgID.LOCAL_VELOCITY,1521976945.5468748,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521976945.5470631,-122.3974515,37.7924804,0.2010000
MsgID.LOCAL_VELOCITY,1521976945.5470631,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976945.5472960,0.0535881,-0.1394789,-0.2011956
MsgID.LOCAL_VELOCITY,1521976945.5472960,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1521976945.5477161,False,False
MsgID.GLOBAL_HOME,1521976945.5484080,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521976945.5485849,-122.3974515,37.7924788,0.2220000
MsgID.LOCAL_VELOCITY,1521976945.5485849,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976945.5487978,-0.1297963,-0.1411878,-0.2225237
MsgID.LOCAL_VELOCITY,1521976945.5487978,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521976945.5489941,-122.3974518,37.7924797,0.2360000
MsgID.LOCAL_VELOCITY,1521976945.5489941,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976945.5491829,-0.0319461,-0.1677638,-0.2367302
MsgID.LOCAL_VELOCITY,1521976945.5491829,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521976945.6004858,-122.3974504,37.7924800,0.2420000
MsgID.LOCAL_VELOCITY,1521976945.6004858,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976945.6009541,0.0005927,-0.0394823,-0.2423947
MsgID.LOCAL_VELOCITY,1521976945.6009541,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1521976945.8498540,-122.3974500,37.7924805,0.2440000
MsgID.LOCAL_VELOCITY,1521976945.8498540,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976945.8502231,0.0595442,-0.0063747,-0.2443152
MsgID.LOCAL_VELOCITY,1521976945.8502231,-0.0000159,-0.0000153,0.0000159
MsgID.STATE,1521976946.0782249,True,True
MsgID.GLOBAL_HOME,1521976978.3292260,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1521976978.3295550,-122.3974503,37.7924811,0.2430000
MsgID.LOCAL_VELOCITY,1521976978.3295550,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3300731,0.1240464,-0.0337641,-0.2439944
MsgID.LOCAL_VELOCITY,1521976978.3300731,0.0000242,-0.0000025,0.0000192
MsgID.GLOBAL_POSITION,1521976978.3303440,-122.3974485,37.7924801,0.2420000
MsgID.LOCAL_VELOCITY,1521976978.3303440,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3311129,-0.0402007,0.4206058,-0.2425040
MsgID.LOCAL_VELOCITY,1521976978.3311129,0.0000089,-0.0000019,0.0000191
MsgID.GLOBAL_POSITION,1521976978.3315670,-122.3974481,37.7924788,0.2400000
MsgID.LOCAL_VELOCITY,1521976978.3315670,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3320520,-0.1847656,0.4543169,-0.2402398
MsgID.LOCAL_VELOCITY,1521976978.3320520,0.0000173,-0.0000023,0.0000193
MsgID.GLOBAL_POSITION,1521976978.3322721,-122.3974489,37.7924801,0.2350000
MsgID.LOCAL_VELOCITY,1521976978.3322721,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3324721,-0.0388808,0.3881891,-0.2355855
MsgID.LOCAL_VELOCITY,1521976978.3324721,-0.0000189,-0.0000165,0.0000161
MsgID.STATE,1521976978.3329070,True,True
MsgID.GLOBAL_HOME,1521976978.3335021,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521976978.3338189,-122.3974513,37.7924801,0.2280000
MsgID.LOCAL_VELOCITY,1521976978.3338189,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3341911,-0.0335139,0.1768373,-0.2280908
MsgID.LOCAL_VELOCITY,1521976978.3341911,-0.0000151,-0.0000108,0.0000187
MsgID.GLOBAL_POSITION,1521976978.3345821,-122.3974509,37.7924799,0.2120000
MsgID.LOCAL_VELOCITY,1521976978.3345821,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3364201,-0.0523032,0.2129440,-0.2129589
MsgID.LOCAL_VELOCITY,1521976978.3364201,-0.0000012,0.0000133,0.0000143
MsgID.LOCAL_POSITION,1521976978.3369129,-0.0578125,0.3730073,-0.1910219
MsgID.LOCAL_VELOCITY,1521976978.3369129,-0.0000102,0.0000101,0.0000168
MsgID.GLOBAL_POSITION,1521976978.3386080,-122.3974491,37.7924799,0.1910000
MsgID.LOCAL_VELOCITY,1521976978.3386080,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1521976978.3397188,-122.3974486,37.7924797,0.1540000
MsgID.LOCAL_VELOCITY,1521976978.3397188,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3411891,-0.0813004,0.4140003,-0.1542021
MsgID.LOCAL_VELOCITY,1521976978.3411891,-0.0000168,0.0000176,0.0000097
MsgID.STATE,1521976978.3418272,True,True
MsgID.GLOBAL_HOME,1521976978.3429189,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521976978.3432040,-122.3974498,37.7924809,0.1130000
MsgID.LOCAL_VELOCITY,1521976978.3432040,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3451650,0.0561549,0.3060641,-0.1132354
MsgID.LOCAL_VELOCITY,1521976978.3451650,0.0000048,-0.0000263,0.0000184
MsgID.GLOBAL_POSITION,1521976978.3469779,-122.3974500,37.7924804,0.0620000
MsgID.LOCAL_VELOCITY,1521976978.3469779,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3473740,-0.0020617,0.2888331,-0.0624510
MsgID.LOCAL_VELOCITY,1521976978.3473740,-0.0000084,0.0000238,0.0000172
MsgID.GLOBAL_POSITION,1521976978.3478861,-122.3974519,37.7924799,0.0200000
MsgID.LOCAL_VELOCITY,1521976978.3478861,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3483090,-0.0578566,0.1228559,-0.0201688
MsgID.LOCAL_VELOCITY,1521976978.3483090,-0.0000075,-0.0000077,0.0000114
MsgID.GLOBAL_POSITION,1521976978.3496211,-122.3974510,37.7924795,-0.0190000
MsgID.LOCAL_VELOCITY,1521976978.3496211,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3530569,-0.0988924,0.2032547,0.0192565
MsgID.LOCAL_VELOCITY,1521976978.3530569,-0.0000033,-0.0000025,0.0000040
MsgID.STATE,1521976978.3536589,True,True
MsgID.GLOBAL_HOME,1521976978.3548660,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521976978.3551738,-122.3974485,37.7924788,-0.0420000
MsgID.LOCAL_VELOCITY,1521976978.3551738,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3553972,-0.1769680,0.4200986,0.0424040
MsgID.LOCAL_VELOCITY,1521976978.3553972,0.0000086,-0.0000062,0.0000064
MsgID.GLOBAL_POSITION,1521976978.3556180,-122.3974506,37.7924801,-0.0550000
MsgID.LOCAL_VELOCITY,1521976978.3556180,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3557949,-0.0399565,0.2404601,0.0554215
MsgID.LOCAL_VELOCITY,1521976978.3557949,-0.0000057,0.0000159,0.0000044
MsgID.GLOBAL_POSITION,1521976978.3559880,-122.3974510,37.7924789,-0.0560000
MsgID.LOCAL_VELOCITY,1521976978.3559880,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3561878,-0.1695393,0.2038466,0.0569590
MsgID.LOCAL_VELOCITY,1521976978.3561878,0.0000227,-0.0000052,0.0000050
MsgID.GLOBAL_POSITION,1521976978.3564360,-122.3974502,37.7924801,-0.0510000
MsgID.LOCAL_VELOCITY,1521976978.3564360,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1521976978.3566260,-0.0363040,0.2741173,0.0517738
MsgID.LOCAL_VELOCITY,1521976978.3566260,0.0000216,-0.0000201,-0.0000006
MsgID.STATE,1521976978.3569720,True,True
MsgID.GLOBAL_HOME,1521976978.3572631,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521976978.3574340,-122.3974517,37.7924813,-0.0450000
